EmployeeID,Age,Department,Location,Salary,SatisfactionScore,PerformanceScore,InnovationIndex,RetentionRisk,NeurodiversityStatus
3996,37,Game Design,Vancouver,155142,5.064,1.684,68.965,0.431,Neurotypical
3997,64,Management,Shanghai,116893,6.703,8.677,80.413,0.2,Neurotypical
3998,48,Audio,Paris,138148,3.328,7.004,88.856,0.107,Neurotypical
3999,39,Marketing,Stockholm,137535,6.916,3.851,2.043,0.434,Neurotypical
4000,46,Production,Tokyo,76150,3.597,8.68,87.481,0.269,Neurodiverse
4001,37,Management,Berlin,113507,5.359,1.21,87.603,0.309,Neurotypical
4002,23,Production,Seoul,51605,1.21,8.538,66.311,0.106,Neurodiverse
4003,20,Management,Seoul,122820,1.704,6.582,27.854,0.777,Neurodiverse
4004,20,Quality Assurance,Seoul,104127,3.044,3.351,89.248,0.062,Neurotypical
4005,45,Game Design,Vancouver,143098,8.258,1.054,34.751,0.702,Neurotypical
4006,64,Art & Animation,Shanghai,104721,6.943,5.692,58.104,0.632,Neurotypical
4007,39,Marketing,Stockholm,99179,9.041,4.8,44.095,0.045,Neurotypical
4008,42,Management,Los Angeles,96029,9.142,8.763,88.595,0.829,Neurotypical
4009,29,Quality Assurance,Berlin,67736,4.372,8.091,25.806,0.575,Neurotypical
4010,30,Production,Shanghai,53734,4.308,6.307,33.115,0.72,Neurotypical
4011,60,Quality Assurance,Montreal,57531,8.522,2.358,40.791,0.586,Neurotypical
4012,60,Quality Assurance,Stockholm,83186,4.838,7.535,85.479,0.243,Neurotypical
4013,24,Production,Tokyo,95077,8.715,6.343,31.819,0.304,Neurotypical
4014,20,Quality Assurance,Seoul,91220,5.553,1.203,28.864,0.997,Neurotypical
4015,36,Audio,Paris,134027,4.822,7.856,79.607,0.807,Neurodiverse
4016,41,Quality Assurance,Montreal,93944,3.512,8.485,38.768,0.838,Neurotypical
4017,53,Marketing,London,112876,2.138,7.97,66.491,0.259,Neurotypical
4018,64,Management,Paris,121842,5.733,2.587,87.559,0.782,Neurotypical
4019,60,Game Design,Berlin,98241,3.927,5.523,22.556,0.343,Neurotypical
4020,48,Marketing,Vancouver,113841,3.245,5.746,46.434,0.329,Neurotypical
4021,23,Art & Animation,Stockholm,54291,2.527,9.409,48.696,0.314,Neurotypical
4022,24,Programming,Berlin,130496,4.498,9.33,56.828,0.109,Neurotypical
4023,30,Audio,Seoul,124632,6.003,1.561,91.847,0.104,Neurotypical
4024,40,Audio,Shanghai,150530,8.533,9.993,98.06,0.693,Neurotypical
4025,54,Art & Animation,Los Angeles,90428,8.382,8.08,80.113,0.507,Neurodiverse
4026,31,Production,Shanghai,62612,8.696,4.38,2.992,0.811,Neurotypical
4027,45,Marketing,Los Angeles,107911,6.186,7.69,11.704,0.784,Neurotypical
4028,38,Marketing,Shanghai,132698,6.036,4.39,11.767,0.343,Neurotypical
4029,64,Art & Animation,Stockholm,108269,9.146,9.427,53.161,0.134,Neurodiverse
4030,26,Production,Shanghai,138178,3.597,4.403,4.314,0.278,Neurotypical
4031,26,Programming,Stockholm,146612,2.309,7.895,51.171,0.546,Neurotypical
4032,45,Quality Assurance,Los Angeles,77814,1.745,2.397,75.182,0.801,Neurodiverse
4033,59,Production,Paris,106673,8.929,8.671,30.193,0.446,Neurotypical
4034,24,Management,Berlin,129986,4.346,6.584,46.942,0.594,Neurotypical
4035,40,Quality Assurance,Tokyo,127207,5.489,8.268,9.658,0.554,Neurodiverse
4036,33,Management,Stockholm,100767,8.228,4.762,6.888,0.215,Neurotypical
4037,23,Game Design,Shanghai,117385,4.359,4.117,53.379,0.439,Neurodiverse
4038,42,Marketing,Paris,97901,8.812,5.794,1.216,0.664,Neurotypical
4039,61,Marketing,Stockholm,84711,3.895,4.494,70.344,0.05,Neurotypical
4040,39,Art & Animation,Vancouver,101522,7.591,5.627,14.192,0.601,Neurotypical
4041,34,Art & Animation,Shanghai,90476,7.006,4.876,89.428,0.899,Neurotypical
4042,64,Quality Assurance,Tokyo,156537,2.812,2.77,85.027,0.914,Neurotypical
4043,48,Production,Montreal,62861,2.12,9.79,22.66,0.851,Neurotypical
4044,27,Marketing,Stockholm,74218,2.004,1.145,23.506,0.22,Neurotypical
4045,60,Marketing,London,117356,6.858,9.331,3.673,0.859,Neurodiverse
4046,38,Audio,Paris,58632,1.116,8.447,98.359,0.111,Neurotypical
4047,58,Management,Stockholm,79884,6.946,4.788,5.529,0.323,Neurotypical
4048,47,Game Design,Shanghai,97388,8.038,3.899,47.963,0.397,Neurotypical
4049,46,Game Design,Montreal,91063,3.723,2.482,84.923,0.206,Neurotypical
4050,23,Management,Los Angeles,116104,7.711,2.198,16.022,0.874,Neurotypical
4051,34,Quality Assurance,Vancouver,156952,2.488,5.958,77.107,0.736,Neurotypical
4052,54,Programming,Montreal,50310,9.644,1.949,16.879,0.714,Neurotypical
4053,56,Production,Vancouver,84675,3.089,5.288,30.462,0.927,Neurodiverse
4054,20,Marketing,Montreal,59899,5.395,8.332,25.562,0.761,Neurodiverse
4055,22,Audio,Los Angeles,118991,9.824,7.813,4.706,0.428,Neurotypical
4056,43,Production,Shanghai,155636,9.164,2.193,12.293,0.133,Neurotypical
4057,46,Marketing,Montreal,54502,6.935,9.65,67.535,0.828,Neurotypical
4058,59,Art & Animation,London,159388,4.323,3.576,8.608,0.714,Neurotypical
4059,55,Production,Los Angeles,66964,7.301,7.351,97.559,0.606,Neurotypical
4060,53,Quality Assurance,Los Angeles,101167,5.142,3.704,26.089,0.745,Neurotypical
4061,48,Production,Shanghai,106795,1.98,6.557,10.963,0.755,Neurotypical
4062,43,Programming,Berlin,122398,8.164,6.152,37.237,0.743,Neurotypical
4063,43,Production,Stockholm,54055,8.845,2.605,27.608,0.454,Neurodiverse
4064,61,Production,Stockholm,155887,4.668,6.873,7.845,0.534,Neurotypical
4065,23,Production,Berlin,142756,6.992,3.934,65.661,0.803,Neurotypical
4066,22,Game Design,Los Angeles,68244,1.273,6.5,77.769,0.929,Neurotypical
4067,53,Marketing,Tokyo,61876,2.775,5.872,0.212,0.516,Neurotypical
4068,42,Programming,London,155722,6.132,8.584,57.188,0.693,Neurodiverse
4069,42,Management,Paris,118827,3.467,2.922,64.558,0.507,Neurotypical
4070,64,Quality Assurance,Paris,77807,9.499,2.363,98.335,0.417,Neurotypical
4071,24,Management,Shanghai,118479,8.533,8.694,66.028,0.781,Neurotypical
4072,50,Game Design,London,62219,6.895,5.001,29.881,0.148,Neurotypical
4073,60,Marketing,Stockholm,158118,9.99,8.037,66.953,0.445,Neurodiverse
4074,25,Audio,Montreal,101663,3.189,9.636,27.687,0.588,Neurotypical
4075,56,Quality Assurance,Montreal,76953,9.272,5.899,13.958,0.708,Neurotypical
4076,29,Marketing,Paris,105644,3.741,3.706,74.144,0.884,Neurotypical
4077,59,Game Design,Los Angeles,73027,6.369,8.148,48.388,0.161,Neurotypical
4078,26,Game Design,Stockholm,68274,4.909,9.378,95.187,0.414,Neurotypical
4079,58,Audio,London,144697,4.989,3.206,6.221,0.227,Neurotypical
4080,57,Quality Assurance,Los Angeles,98108,7.863,7.195,47.944,0.548,Neurodiverse
4081,40,Quality Assurance,Vancouver,124007,4.128,8.025,25.095,0.205,Neurotypical
4082,39,Programming,Berlin,83622,5.568,1.239,50.497,0.24,Neurotypical
4083,22,Marketing,Paris,146066,2.905,6.33,4.255,0.121,Neurotypical
4084,41,Programming,Stockholm,120819,7.871,6.698,4.046,0.565,Neurotypical
4085,23,Game Design,Shanghai,79676,5.967,6.729,53.615,0.801,Neurotypical
4086,47,Management,Montreal,66781,3.296,1.757,35.32,0.125,Neurotypical
4087,31,Game Design,Montreal,130963,3.393,1.195,2.296,0.794,Neurotypical
4088,57,Production,Los Angeles,79099,3.642,3.643,60.87,0.965,Neurotypical
4089,55,Audio,Vancouver,53503,7.294,4.22,44.394,0.478,Neurotypical
4090,60,Audio,Seoul,82617,6.356,2.302,97.699,0.535,Neurotypical
4091,24,Management,Seoul,70854,8.4,5.586,83.248,0.762,Neurotypical
4092,32,Management,Stockholm,127599,6.144,3.048,73.017,0.751,Neurotypical
4093,42,Quality Assurance,London,73543,3.76,4.038,47.924,0.108,Neurotypical
4094,49,Management,London,102947,9.666,3.635,48.489,0.828,Neurotypical
4095,56,Programming,London,83399,8.975,7.948,94.005,0.109,Neurodiverse
4096,44,Game Design,Tokyo,131808,3.509,8.894,73.161,0.566,Neurodiverse
4097,46,Production,Seoul,62984,9.214,3.686,9.021,0.503,Neurotypical
4098,33,Marketing,Los Angeles,112886,7.481,4.39,43.583,0.827,Neurotypical
4099,55,Production,Paris,50927,4.732,8.337,41.812,0.136,Neurodiverse
4100,58,Art & Animation,Montreal,113427,5.202,7.832,11.241,0.645,Neurotypical
4101,35,Marketing,Montreal,131623,5.017,7.379,84.557,0.895,Neurotypical
4102,41,Audio,Paris,109371,8.172,7.371,28.153,0.552,Neurodiverse
4103,40,Marketing,Montreal,141777,2.58,3.675,37.372,0.866,Neurotypical
4104,40,Management,Vancouver,156573,1.528,9.429,97.971,0.883,Neurodiverse
4105,27,Game Design,Seoul,152887,5.486,8.283,68.206,0.253,Neurotypical
4106,35,Programming,Seoul,143353,3.614,2.907,80.586,0.88,Neurotypical
4107,50,Management,Tokyo,67445,6.075,6.959,10.526,0.682,Neurotypical
4108,61,Management,Vancouver,155014,9.804,2.394,54.001,0.861,Neurotypical
4109,29,Production,Stockholm,65286,7.043,6.199,71.556,0.264,Neurotypical
4110,51,Quality Assurance,Seoul,118897,9.633,3.602,81.325,0.379,Neurotypical
4111,53,Programming,Paris,146813,7.588,1.947,88.482,0.603,Neurotypical
4112,28,Art & Animation,Paris,144378,1.683,6.429,8.988,0.754,Neurotypical
4113,36,Quality Assurance,Paris,71121,9.004,8.959,73.928,0.983,Neurodiverse
4114,30,Art & Animation,Paris,100851,2.79,2.266,9.815,0.068,Neurotypical
4115,51,Art & Animation,London,121237,8.783,9.092,40.415,0.542,Neurotypical
4116,29,Game Design,Tokyo,66964,7.742,2.15,44.62,0.548,Neurotypical
4117,41,Game Design,London,144629,8.548,7.677,28.665,0.906,Neurotypical
4118,36,Management,Berlin,54200,3.282,9.906,86.331,0.236,Neurotypical
4119,23,Audio,Stockholm,146821,8.267,1.843,58.636,0.159,Neurodiverse
4120,44,Audio,Paris,145637,6.493,2.914,14.053,0.482,Neurotypical
4121,40,Art & Animation,Berlin,116415,1.737,5.172,37.272,0.726,Neurotypical
4122,56,Programming,Vancouver,117018,9.002,7.638,7.882,0.972,Neurodiverse
4123,57,Audio,Paris,147130,8.891,9.081,49.458,0.572,Neurotypical
4124,20,Game Design,Vancouver,60487,6.148,7.562,35.484,0.726,Neurotypical
4125,44,Audio,Berlin,57070,5.074,7.941,32.183,0.278,Neurotypical
4126,55,Art & Animation,Paris,121988,4.605,5.069,84.32,0.676,Neurodiverse
4127,36,Production,Seoul,78020,6.425,4.202,84.968,0.243,Neurotypical
4128,60,Quality Assurance,Tokyo,121516,8.575,5.57,67.938,0.496,Neurotypical
4129,43,Programming,Tokyo,124336,6.093,6.846,91.93,0.047,Neurodiverse
4130,21,Programming,Montreal,152229,2.167,5.521,65.47,0.324,Neurotypical
4131,59,Marketing,Vancouver,93952,3.756,8.113,61.901,0.782,Neurotypical
4132,34,Management,Los Angeles,134506,7.014,2.414,9.368,0.068,Neurotypical
4133,51,Audio,Seoul,117655,6.821,4.566,1.044,0.319,Neurotypical
4134,58,Management,Shanghai,140489,5.67,1.599,20.987,0.171,Neurotypical
4135,25,Management,Paris,112959,3.164,7.043,78.678,0.627,Neurodiverse
4136,20,Programming,Los Angeles,74709,3.435,7.813,92.92,0.744,Neurotypical
4137,42,Production,Vancouver,118781,5.358,7.006,22.963,0.11,Neurotypical
4138,58,Production,London,76392,4.55,9.596,16.86,0.523,Neurotypical
4139,36,Game Design,Berlin,106929,3.843,9.389,83.558,0.681,Neurotypical
4140,53,Quality Assurance,Montreal,87256,8.465,3.434,37.955,0.99,Neurotypical
4141,60,Game Design,London,151439,5.536,3.189,97.789,0.218,Neurotypical
4142,48,Audio,Seoul,81715,5.528,1.228,96.082,0.074,Neurodiverse
4143,28,Art & Animation,London,56546,4.853,5.523,33.434,0.258,Neurodiverse
4144,32,Production,Los Angeles,51136,7.128,8.75,55.984,0.561,Neurotypical
4145,25,Production,Shanghai,138128,2.581,2.418,67.973,0.633,Neurodiverse
4146,25,Marketing,Vancouver,68135,9.492,6.34,63.998,0.379,Neurotypical
4147,39,Marketing,Stockholm,120497,1.942,7.483,97.545,0.434,Neurotypical
4148,22,Production,Montreal,89312,7.393,4.309,35.91,0.548,Neurotypical
4149,36,Quality Assurance,London,156785,7.339,7.327,72.591,0.156,Neurotypical
4150,31,Programming,Vancouver,90355,2.025,8.536,58.099,0.962,Neurodiverse
4151,64,Programming,Tokyo,129756,9.937,1.095,52.06,0.673,Neurotypical
4152,20,Production,Los Angeles,141450,1.309,7.617,14.836,0.521,Neurodiverse
4153,36,Programming,Shanghai,65448,4.282,6.399,75.362,0.732,Neurotypical
4154,22,Marketing,Stockholm,93851,4.823,8.604,39.757,0.099,Neurotypical
4155,45,Art & Animation,Vancouver,130532,8.225,2.247,12.927,0.787,Neurotypical
4156,34,Programming,Vancouver,89268,1.268,8.264,1.141,0.193,Neurotypical
4157,55,Management,Stockholm,87741,6.013,2.271,14.854,0.08,Neurotypical
4158,51,Game Design,Paris,67135,2.836,6.264,69.039,0.885,Neurotypical
4159,51,Production,Los Angeles,151893,6.153,3.438,74.876,0.703,Neurotypical
4160,23,Programming,Montreal,50748,6.817,3.16,4.587,0.038,Neurotypical
4161,37,Management,Los Angeles,132186,1.307,5.489,15.477,0.932,Neurotypical
4162,38,Art & Animation,Paris,135741,1.607,7.816,99.921,0.998,Neurodiverse
4163,62,Production,Berlin,136154,1.767,6.807,41.386,0.619,Neurotypical
4164,54,Management,Los Angeles,92148,8.67,9.897,89.501,0.146,Neurotypical
4165,59,Quality Assurance,Stockholm,72297,9.34,2.072,40.68,0.516,Neurotypical
4166,33,Quality Assurance,Shanghai,113160,4.94,7.496,52.904,0.677,Neurodiverse
4167,52,Management,Los Angeles,89577,8.873,1.499,87.561,0.185,Neurotypical
4168,33,Marketing,London,85945,5.286,4.217,98.986,0.387,Neurotypical
4169,53,Art & Animation,Shanghai,102372,4.61,4.092,7.1,0.109,Neurotypical
4170,23,Management,Montreal,104681,5.781,3.306,63.223,0.581,Neurotypical
4171,43,Game Design,Stockholm,77406,8.112,5.792,46.846,0.343,Neurotypical
4172,48,Art & Animation,Berlin,67086,3.014,3.193,53.92,0.353,Neurotypical
4173,38,Game Design,Tokyo,59890,3.716,4.308,20.172,0.46,Neurotypical
4174,25,Game Design,Shanghai,82968,8.64,8.735,89.435,0.253,Neurotypical
4175,52,Art & Animation,Paris,112057,9.244,3.913,28.679,0.617,Neurotypical
4176,59,Production,Shanghai,78374,2.107,9.874,13.935,0.672,Neurotypical
4177,38,Audio,Tokyo,66195,7.344,3.484,70.885,0.251,Neurodiverse
4178,20,Art & Animation,Los Angeles,97323,1.087,9.127,98.042,0.771,Neurotypical
4179,24,Management,London,128680,3.216,4.881,24.038,0.054,Neurotypical
4180,46,Production,Paris,86309,1.618,9.168,46.897,0.692,Neurotypical
4181,35,Game Design,Tokyo,129576,5.639,4.841,6.477,0.435,Neurotypical
4182,25,Production,Tokyo,122691,4.09,7.933,33.348,0.622,Neurotypical
4183,59,Production,London,125737,2.238,4.6,80.578,0.398,Neurotypical
4184,32,Programming,Montreal,53505,1.003,6.588,88.156,0.378,Neurotypical
4185,54,Management,Shanghai,110444,4.495,1.463,23.436,0.144,Neurotypical
4186,38,Quality Assurance,Los Angeles,131645,3.65,6.391,54.743,0.713,Neurotypical
4187,31,Quality Assurance,Shanghai,86927,1.42,3.844,78.483,0.3,Neurotypical
4188,35,Management,Stockholm,57080,8.666,9.967,1.85,0.43,Neurodiverse
4189,62,Management,Paris,63407,4.697,8.296,21.23,0.758,Neurotypical
4190,29,Marketing,Berlin,78313,7.973,1.716,3.734,0.23,Neurotypical
4191,44,Quality Assurance,Stockholm,138603,4.798,2.784,12.682,0.451,Neurotypical
4192,39,Audio,Tokyo,122189,1.608,6.545,17.766,0.319,Neurotypical
4193,50,Game Design,Berlin,112803,4.548,3.704,2.958,0.715,Neurotypical
4194,23,Art & Animation,Vancouver,95306,8.975,2.916,43.788,0.963,Neurotypical
4195,63,Art & Animation,Shanghai,141841,1.07,4.201,41.255,0.951,Neurotypical
4196,42,Audio,Tokyo,95094,9.058,1.956,29.168,0.497,Neurotypical
4197,21,Quality Assurance,London,66452,6.911,5.99,31.823,0.169,Neurotypical
4198,41,Game Design,Los Angeles,152676,9.961,3.547,53.713,0.966,Neurotypical
4199,56,Quality Assurance,Vancouver,61383,9.245,8.803,80.481,0.891,Neurotypical
4200,27,Production,Seoul,108453,8.821,1.295,97.512,0.158,Neurotypical
4201,26,Marketing,Paris,105472,1.338,4.158,81.685,0.273,Neurotypical
4202,33,Quality Assurance,Vancouver,53018,3.522,5.946,38.982,0.111,Neurotypical
4203,22,Marketing,Stockholm,52653,4.373,3.116,87.553,0.956,Neurodiverse
4204,35,Management,Los Angeles,113568,7.298,1.516,82.418,0.071,Neurotypical
4205,38,Management,Tokyo,74916,6.838,1.652,91.222,0.394,Neurotypical
4206,37,Art & Animation,Los Angeles,58612,2.545,2.434,6.556,0.838,Neurotypical
4207,35,Game Design,Tokyo,134195,7.632,3.447,35.349,0.543,Neurotypical
4208,27,Programming,London,150222,2.401,7.352,4.653,0.516,Neurotypical
4209,52,Production,Los Angeles,148776,5.108,5.272,32.144,0.383,Neurotypical
4210,31,Marketing,Montreal,158631,6.209,1.296,28.06,0.009,Neurotypical
4211,30,Quality Assurance,Stockholm,118957,8.836,2.395,91.043,0.149,Neurotypical
4212,24,Management,Seoul,131535,6.682,4.311,94.492,0.577,Neurotypical
4213,46,Production,London,72313,9.594,4.778,69.507,0.802,Neurotypical
4214,31,Quality Assurance,Berlin,104917,9.95,1.568,28.28,0.647,Neurotypical
4215,36,Production,Seoul,130007,5.579,2.09,0.692,0.76,Neurodiverse
4216,25,Art & Animation,London,84855,1.463,3.36,67.055,0.206,Neurotypical
4217,52,Audio,Los Angeles,90585,1.255,8.53,49.94,0.562,Neurotypical
4218,24,Production,Berlin,77934,8.701,2.883,20.735,0.371,Neurodiverse
4219,47,Management,Seoul,74569,5.499,3.041,17.576,0.334,Neurotypical
4220,33,Programming,Berlin,156751,4.301,5.451,55.987,0.425,Neurotypical
4221,24,Audio,Vancouver,70253,3.56,9.023,13.025,0.871,Neurotypical
4222,52,Management,London,147202,3.536,5.754,54.906,0.885,Neurotypical
4223,60,Quality Assurance,Tokyo,104868,1.655,1.714,91.603,0.788,Neurotypical
4224,38,Management,Berlin,76019,3.727,2.678,79.147,0.376,Neurodiverse
4225,41,Audio,Seoul,57996,6.803,8.702,94.143,0.024,Neurotypical
4226,24,Production,Shanghai,157034,4.467,8.891,24.828,0.367,Neurodiverse
4227,21,Programming,Montreal,80437,9.53,8.159,95.21,0.826,Neurotypical
4228,49,Programming,Shanghai,114802,7.014,5.877,47.518,0.098,Neurodiverse
4229,58,Game Design,Vancouver,69771,8.776,4.952,63.066,0.669,Neurotypical
4230,23,Management,Seoul,109167,2.027,3.414,29.397,0.859,Neurodiverse
4231,52,Audio,Stockholm,100009,5.055,5.93,99.424,0.468,Neurotypical
4232,32,Game Design,Paris,50131,1.373,7.145,43.776,0.042,Neurotypical
4233,39,Quality Assurance,Vancouver,69299,9.055,6.393,18.752,0.503,Neurotypical
4234,26,Quality Assurance,Tokyo,128564,2.322,3.03,57.394,0.693,Neurodiverse
4235,34,Quality Assurance,Los Angeles,151678,8.249,9.128,25.558,0.656,Neurotypical
4236,42,Art & Animation,Paris,84799,9.314,4.514,43.598,0.512,Neurodiverse
4237,33,Audio,Berlin,84693,4.977,8.964,20.805,0.603,Neurotypical
4238,42,Marketing,London,84769,4.504,4.577,38.677,0.277,Neurodiverse
4239,38,Programming,Seoul,54377,6.401,1.346,9.253,0.212,Neurotypical
4240,48,Marketing,Seoul,73019,7.663,7.642,28.479,0.886,Neurodiverse
4241,39,Quality Assurance,Stockholm,76903,6.81,9.281,24.877,0.289,Neurotypical
4242,48,Production,Los Angeles,61763,1.01,3.293,94.773,0.692,Neurotypical
4243,43,Management,London,55494,8.073,5.882,59.258,0.184,Neurotypical
4244,37,Production,Tokyo,61563,2.326,8.269,2.655,0.43,Neurotypical
4245,29,Audio,Vancouver,144093,5.047,3.89,91.368,0.142,Neurotypical
4246,60,Production,Montreal,145116,3.541,3.576,64.436,0.295,Neurotypical
4247,27,Game Design,Montreal,83433,9.351,4.7,33.715,0.179,Neurotypical
4248,45,Management,Shanghai,79994,5.519,5.955,36.64,0.956,Neurodiverse
4249,48,Management,Montreal,138618,5.699,5.973,3.142,0.016,Neurotypical
4250,29,Marketing,Montreal,112573,1.685,5.377,97.432,0.348,Neurotypical
4251,36,Production,Berlin,68030,9.076,8.383,86.048,0.629,Neurotypical
4252,21,Quality Assurance,Shanghai,128294,3.151,2.376,6.54,0.878,Neurodiverse
4253,25,Marketing,Los Angeles,120043,4.726,1.766,68.156,0.996,Neurotypical
4254,24,Marketing,London,111952,9.868,2.517,44.922,0.609,Neurotypical
4255,47,Programming,Seoul,104751,2.025,7.336,80.83,0.918,Neurotypical
4256,60,Marketing,Seoul,51163,7.467,2.307,62.336,0.949,Neurotypical
4257,24,Quality Assurance,Tokyo,118461,3.341,3.905,41.281,0.537,Neurodiverse
4258,37,Programming,London,73217,4.778,8.917,43.641,0.116,Neurotypical
4259,45,Management,Shanghai,147204,4.764,2.262,65.157,0.502,Neurotypical
4260,39,Quality Assurance,Paris,74055,9.39,5.754,65.471,0.484,Neurotypical
4261,60,Art & Animation,Los Angeles,129931,1.093,5.554,55.763,0.548,Neurotypical
4262,46,Management,Los Angeles,129030,4.305,1.306,88.416,0.353,Neurotypical
4263,31,Management,Vancouver,79090,8.672,2.039,77.933,0.669,Neurotypical
4264,26,Production,Tokyo,87820,9.195,9.554,11.864,0.465,Neurotypical
4265,22,Art & Animation,London,154217,3.802,9.649,87.188,0.571,Neurotypical
4266,29,Production,Seoul,62190,3.178,8.872,20.179,0.302,Neurodiverse
4267,53,Art & Animation,Berlin,108168,5.151,4.887,95.041,0.44,Neurotypical
4268,44,Marketing,Los Angeles,95963,7.713,6.336,80.731,0.713,Neurotypical
4269,54,Audio,Stockholm,124460,2.386,8.417,90.912,0.107,Neurodiverse
4270,35,Quality Assurance,Shanghai,64212,8.06,7.085,67.656,0.801,Neurotypical
4271,21,Art & Animation,Montreal,147506,5.614,9.056,65.156,0.423,Neurotypical
4272,43,Management,Montreal,103638,2.267,3.842,24.911,0.975,Neurotypical
4273,29,Management,London,90079,7.046,6.617,62.611,0.531,Neurotypical
4274,57,Audio,Paris,106031,6.654,6.103,42.025,0.057,Neurotypical
4275,41,Art & Animation,Tokyo,108931,6.601,9.861,15.339,0.511,Neurotypical
4276,45,Management,Los Angeles,128484,7.793,8.903,36.01,0.529,Neurotypical
4277,62,Production,Seoul,82794,2.631,2.487,66.214,0.666,Neurotypical
4278,58,Art & Animation,London,139831,7.277,1.53,87.569,0.165,Neurotypical
4279,46,Audio,Paris,134590,8.986,5.018,43.806,0.477,Neurotypical
4280,48,Art & Animation,Berlin,121163,5.773,5.91,28.997,0.387,Neurodiverse
4281,57,Marketing,Los Angeles,149187,5.374,8.109,16.101,0.918,Neurotypical
4282,39,Marketing,London,121446,8.18,2.438,40.301,0.296,Neurotypical
4283,46,Programming,Berlin,99278,2.316,9.279,28.454,0.018,Neurotypical
4284,60,Marketing,Tokyo,133399,4.068,6.144,44.719,0.497,Neurotypical
4285,39,Game Design,Los Angeles,96474,8.684,8.585,10.074,0.963,Neurotypical
4286,63,Programming,London,74894,5.498,8.528,73.548,0.642,Neurotypical
4287,38,Art & Animation,Tokyo,68872,8.564,9.567,0.442,0.601,Neurodiverse
4288,39,Game Design,Montreal,148644,3.267,6.929,69.958,0.832,Neurotypical
4289,54,Quality Assurance,Tokyo,95749,4.506,8.054,30.663,0.155,Neurotypical
4290,21,Audio,Stockholm,62406,8.413,8.385,35.924,0.354,Neurotypical
4291,49,Quality Assurance,Shanghai,120409,2.471,5.213,17.116,0.208,Neurotypical
4292,53,Game Design,Seoul,130561,9.053,4.891,96.818,0.384,Neurotypical
4293,41,Management,Vancouver,78671,3.789,9.52,5.296,0.056,Neurotypical
4294,22,Marketing,Montreal,146765,9.754,1.603,28.305,0.41,Neurotypical
4295,25,Production,Vancouver,121637,8.45,9.576,14.692,0.148,Neurotypical
4296,34,Art & Animation,Los Angeles,149909,5.1,6.206,48.227,0.621,Neurodiverse
4297,46,Programming,Tokyo,137197,7.68,3.652,56.0,0.48,Neurotypical
4298,29,Management,Tokyo,66182,5.997,6.015,19.632,0.668,Neurodiverse
4299,28,Production,Montreal,88604,8.679,6.74,65.53,0.442,Neurodiverse
4300,52,Management,Montreal,111525,5.663,1.997,55.266,0.626,Neurotypical
4301,51,Production,Shanghai,113365,9.892,7.029,84.213,0.1,Neurodiverse
4302,25,Art & Animation,Montreal,85176,2.202,9.123,90.654,0.165,Neurotypical
4303,60,Marketing,Montreal,52839,7.088,9.742,69.451,0.967,Neurodiverse
4304,55,Art & Animation,Vancouver,149412,3.211,6.398,63.027,0.84,Neurotypical
4305,21,Audio,Shanghai,119990,2.721,3.943,60.539,0.559,Neurotypical
4306,48,Production,London,143316,4.674,6.071,16.712,0.999,Neurotypical
4307,23,Audio,Tokyo,64214,4.307,1.026,88.324,0.036,Neurotypical
4308,20,Management,Tokyo,73938,1.417,9.273,36.021,0.978,Neurodiverse
4309,38,Audio,Montreal,122950,4.85,8.062,69.141,0.06,Neurotypical
4310,45,Quality Assurance,Shanghai,143324,9.567,2.498,44.066,0.642,Neurotypical
4311,44,Management,Montreal,113413,5.202,6.484,90.29,0.583,Neurodiverse
4312,29,Marketing,Shanghai,84693,3.716,1.185,40.754,0.875,Neurotypical
4313,34,Audio,Vancouver,65457,9.542,2.944,55.999,0.584,Neurotypical
4314,41,Game Design,Tokyo,88862,5.552,2.53,18.747,0.221,Neurotypical
4315,40,Audio,Stockholm,139553,3.584,2.405,55.404,0.215,Neurotypical
4316,41,Programming,Paris,141190,8.047,5.969,20.258,0.734,Neurotypical
4317,55,Quality Assurance,Stockholm,51976,3.013,9.68,79.451,0.834,Neurotypical
4318,53,Game Design,Vancouver,103781,3.23,2.173,36.731,0.486,Neurotypical
4319,49,Production,Los Angeles,101234,3.919,8.855,42.433,0.806,Neurotypical
4320,44,Marketing,Montreal,143672,4.553,1.74,64.031,0.156,Neurotypical
4321,64,Marketing,Paris,60921,6.246,1.746,8.596,0.532,Neurotypical
4322,47,Programming,Stockholm,108507,5.638,6.653,31.479,0.478,Neurotypical
4323,20,Production,Los Angeles,144848,7.694,6.171,93.334,0.829,Neurotypical
4324,64,Audio,Los Angeles,112563,7.455,4.098,86.212,0.919,Neurotypical
4325,23,Game Design,Vancouver,81709,1.41,5.8,23.121,0.113,Neurotypical
4326,26,Programming,Berlin,53444,2.205,7.794,51.283,0.583,Neurodiverse
4327,28,Game Design,Berlin,83526,2.937,7.96,58.332,0.416,Neurodiverse
4328,55,Audio,Los Angeles,69478,6.379,1.108,30.164,0.477,Neurotypical
4329,38,Production,Paris,113332,9.057,1.703,34.764,0.834,Neurotypical
4330,20,Audio,Vancouver,54379,3.924,1.031,97.796,0.671,Neurotypical
4331,29,Art & Animation,Stockholm,66496,9.674,1.141,13.853,0.508,Neurodiverse
4332,55,Art & Animation,Shanghai,101572,2.556,8.557,91.134,0.562,Neurotypical
